oznam_title,contracting_authority_name,druh_postupu,druh_zakazky,druh_obstaravatela_clean,hlavna_cinnost_clean,main_cpv_code,cpv_others,deli_sa_casti,varianty,typ_obdobie,dlzka_zakazky_cleaned,kriteria_ponuk,el_aukcia,predch_uverejnen_zakazky,ziskanie_podkladov_deadline,ucast_deadline,published_on,bude_sa_opakovat_zakazka,eu_fondy,odoslanie_oznamenia,typ_ceny_oznamenia,estimatedpricecleaned,nazov_typu_oznamenia,miesto_prac_zakazky,estimatedprice_from_result,pocet_prijatych_ponuk,pocet_prijatych_el_ponuk,total_final_value_amount_clean,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat,price_ratio,overpriced,druh_obstaravatela_clean_par
"OÚ Poprad, klientske centrum – stavebné úpravy",Ministerstvo vnútra Slovenskej republiky,výzva,Práce,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,45210000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),8,Najnižšia cena,Nie,"","",,10/24/2016 12:00:00 AM,"",Nie,10/20/2016 12:00:00 AM,Jedna hodnota,536998,výzva na predkladanie ponúk (stavebné práce),SK041,"",7,0,419032.41,"","","",0.780323967687031,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Prestavba a stavebná úprava letného kúpaliska,Mesto Kežmarok,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45212212-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"","",,11/1/2016 12:00:00 AM,"",Nie,10/28/2016 12:00:00 AM,Jedna hodnota,478059.97,výzva na predkladanie ponúk (stavebné práce),SK041,"",1,0,453743.74,"","","",0.949135607400887,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Poistenie majetku a poistenie zodpovednosti za škodu  za mesto Piešťany,Mesto Piešťany,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,66510000-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Nie,"","",,11/7/2016 12:00:00 AM,"",Nie,11/3/2016 12:00:00 AM,Jedna hodnota,162900,výzva na predkladanie ponúk (služby),SK,"",3,,114687.72,"","","",0.704037569060774,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Opravy a rekonštrukcie komunikácií na území mesta zámkovou dlažbou,Mesto Martin,výzva,Práce,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,SAMOSPRÁVA,45233142-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),21,Najnižšia cena,Áno,"","",,11/11/2016 12:00:00 AM,"",Nie,11/10/2016 12:00:00 AM,Jedna hodnota,16.67,výzva na predkladanie ponúk (stavebné práce),SK031,"",4,0,15.81,"","","",0.948410317936413,no,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
Zateplenie budovy školy vrátane výmeny okien a vchodových dverí - Gymnázium Myjava,Trenčiansky samosprávny kraj,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"","",,11/11/2016 12:00:00 AM,"",Nie,11/9/2016 12:00:00 AM,Jedna hodnota,157890.38,výzva na predkladanie ponúk (stavebné práce),SK022,"",5,0,157000,"","","",0.994360771061543,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Múzeum školstva a pedagogiky - prestavba budovy ZŠ Charkovského,Centrum vedecko-technických informácií SR,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45212310-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Nie,"","",,11/15/2016 12:00:00 AM,"",Nie,11/14/2016 12:00:00 AM,Jedna hodnota,496989.28,výzva na predkladanie ponúk (stavebné práce),SK01,"",4,4,362851.71,"","","",0.730099671365145,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"„Rekonštrukcia podlahy v telocvični Základnej školy Kovarce, 164“",Obec Kovarce,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45430000-0,"",Nie,Nie,v dňoch (od zadania zákazky),1,Najnižšia cena,Nie,"","",,11/17/2016 12:00:00 AM,"",Nie,11/15/2016 12:00:00 AM,Jedna hodnota,85000,výzva na predkladanie ponúk (stavebné práce),SK023,"",5,,83663.9,"","","",0.984281176470588,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Nájomné byty,Obec Borský Mikuláš,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45211000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Iné,Nie,"","",,11/17/2016 12:00:00 AM,"",Nie,11/15/2016 12:00:00 AM,Jedna hodnota,1076105,výzva na predkladanie ponúk (stavebné práce),SK021,"",2,0,1050862.32,"","","",0.976542549286547,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zvýšenie bezpečnosti na cestách II. a III.triedy na rok 2016-II. etapa,Regionálna správa a údržba ciest Nitra a.s.,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,SPRÁVA A ÚDRŽBA CIEST,45233140-2,"",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,11/16/2016 12:00:00 AM,"",Nie,11/15/2016 12:00:00 AM,Jedna hodnota,2916667,výzva na predkladanie ponúk (stavebné práce),SK023,"",6,0,1749356.01,"","","",0.599779134882385,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Opravy striech,"Jadrová a vyraďovacia spoločnosť, a.s.",výzva,Práce,OSOBA PODĽA § 8,"VYRAĎOVANIE JADROVOENERGETICKÝCH ZARIADENÍ, NAKLADANIE S VYHORETÝM PALIVOM. ",45261900-3,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Nie,"","",,11/17/2016 12:00:00 AM,"",Nie,11/16/2016 12:00:00 AM,Jedna hodnota,216297,výzva na predkladanie ponúk (stavebné práce),SK0,"",5,5,164577.52,"","","",0.760886743690389,no,paragraf §8
Nájomný bytový dom ( 6 bytových jednotiek ) Víťaz,Obec Víťaz,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45211000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Nie,"","",,11/22/2016 12:00:00 AM,"",Nie,11/18/2016 12:00:00 AM,Jedna hodnota,383195.21,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,0,342461.64,"","","",0.893700210918607,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Preprava mŕtvych z miesta úmrtia na pitvu na súdnolekárske a patologickoanatomické pracovisko ÚDZS a späť na miesto úmrtia/pohrebu – okres Veľký Krtíš,Úrad pre dohľad nad zdravotnou starostlivosťou,výzva,Služby,ŠTÁTNA AGENTÚRA/ÚRAD,ZDRAVOTNÍCTVO,60130000-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Nie,"","",,11/23/2016 12:00:00 AM,"",Nie,11/22/2016 12:00:00 AM,Jedna hodnota,54000,výzva na predkladanie ponúk (služby),SK032,"",1,0,54000,"","","",1,yes,ŠTÁTNA AGENTÚRA/ÚRAD
Rekonštrukcia bazénovej technológie,Gymnázium Ladislava Novomeského,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45212212-5,"",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,11/23/2016 12:00:00 AM,"",Nie,11/21/2016 12:00:00 AM,Jedna hodnota,113400,výzva na predkladanie ponúk (stavebné práce),SK01,"",3,0,91704.43,"","","",0.808681040564374,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Tlačoviny a tlačiarenské výrobky 2016,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky,výzva,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,ZAHRANIČNÁ POLITIKA,30199700-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,"","",,11/29/2016 12:00:00 AM,"",Nie,11/25/2016 12:00:00 AM,Jedna hodnota,102380,výzva na predkladanie ponúk (tovary),SK01,"",5,0,96613.2,"","","",0.943672592303184,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Nákup techniky pre zabezpečenie zberu a zhodnocovania BRKO v obci  Dolná Trnávka,Obec Dolná Trnávka,výzva,Tovary,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,16700000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Áno,"","",,11/30/2016 12:00:00 AM,"",Nie,11/28/2016 12:00:00 AM,Jedna hodnota,117006.67,výzva na predkladanie ponúk (tovary),SK032,"",2,0,111950,"","","",0.956783062025438,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Nákup techniky pre kompostovisko – Obec Horné Semerovce,Obec Horné Semerovce,výzva,Tovary,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,16700000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Áno,"","",,12/1/2016 12:00:00 AM,"",Nie,11/29/2016 12:00:00 AM,Jedna hodnota,112643.33,výzva na predkladanie ponúk (tovary),SK023,"",3,0,111190,"","","",0.98709794889764,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Nakladanie s odpadmi v obci Lučivná,Obec Lučivná,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,90500000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),50,Najnižšia cena,Nie,"","",,12/5/2016 12:00:00 AM,"",Nie,12/1/2016 12:00:00 AM,Jedna hodnota,117705.55,výzva na predkladanie ponúk (služby),SK041,"",1,,117705.55,"","","",1,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Tisovec–Losinec, rozšírenie kanalizácie a vodovodu",Mesto Tisovec,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45231300-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Iné,Nie,"","",,12/5/2016 12:00:00 AM,"",Nie,12/1/2016 12:00:00 AM,Jedna hodnota,589342.34,výzva na predkladanie ponúk (stavebné práce),SK032,"",3,0,587772.7,"","","",0.997336624414258,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Obstaranie 16 nájomných bytov v obci Horná Súča,Obec Horná Súča,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45211100-0,"",Nie,Nie,v dňoch (od zadania zákazky),21.6666666666667,Iné,Nie,"","",,12/5/2016 12:00:00 AM,"",Nie,12/2/2016 12:00:00 AM,Jedna hodnota,675000,výzva na predkladanie ponúk (stavebné práce),SK022,"",2,0,654166.66,"","","",0.969135792592593,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Zber, preprava, zhodnotenie alebo zneškodnenie komunálnych  odpadov z obce  Zemianske Kostoľany",Obec Zemianske Kostoľany,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,90511000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),60,Najnižšia cena,Nie,"","",,12/6/2016 12:00:00 AM,"",Nie,12/3/2016 12:00:00 AM,Jedna hodnota,177264.49,výzva na predkladanie ponúk (služby),SK022,"",1,0,195691.25,"","","",1.1039506558815,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
Vybudovanie kanalizačnej siete + ČOV pre ZŠ s MŠ Hladovka,Obec Hladovka,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45232400-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"","",,12/6/2016 12:00:00 AM,"",Nie,12/2/2016 12:00:00 AM,Jedna hodnota,210536.58,výzva na predkladanie ponúk (stavebné práce),SK031,"",4,,154496.2,"","","",0.733821172548732,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Výstavba nájomných bytov nižší štandard - etapa 1,Mesto Medzilaborce,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45211000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Najnižšia cena,Nie,"","",,12/6/2016 12:00:00 AM,"",Nie,12/2/2016 12:00:00 AM,Jedna hodnota,691262.27,výzva na predkladanie ponúk (stavebné práce),SK041,"",1,0,522000.18,"","","",0.755140563363888,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Intenzifikácia zberu a zhodnocovania BRKO v obci Slatina,Obec Slatina,výzva,Tovary,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,16700000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Áno,"","",,12/9/2016 12:00:00 AM,"",Nie,12/7/2016 12:00:00 AM,Jedna hodnota,151823.33,výzva na predkladanie ponúk (tovary),SK023,"",3,0,148500,"","","",0.978110544670572,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Nájomný bytový dom v obci Horná Ves,Obec Horná Ves,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45211100-0,"",Nie,Nie,v dňoch (od zadania zákazky),21.6666666666667,Iné,Nie,"","",,12/12/2016 12:00:00 AM,"",Nie,12/8/2016 12:00:00 AM,Jedna hodnota,499500,výzva na predkladanie ponúk (stavebné práce),SK022,"",1,0,458681.63,"","","",0.918281541541542,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Softvérové vybavenie pre spoločnosť TOMARK, s.r.o.","TOMARK, s.r.o.",výzva,Služby,OSOBA PODĽA § 8 ZVO,HOSPODÁRSTVO A FINANČNÉ ZÁLEŽITOSTI,72212100-0,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,12/13/2016 12:00:00 AM,"",Áno,12/10/2016 12:00:00 AM,Jedna hodnota,80522,výzva na predkladanie ponúk (služby),SK041,"",2,0,80522,"","","",1,yes,paragraf §8
Zvoz a uloženie TKO,Obec Selce,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,90511000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),60,Iné,Nie,"","",,12/15/2016 12:00:00 AM,"",Nie,12/14/2016 12:00:00 AM,Jedna hodnota,160000,výzva na predkladanie ponúk (služby),SK032,"",1,,160000,"","","",1,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
OSOBNÉ OCHRANNÉ PRACOVNÉ PROSTRIEDKY,Slovenská národná knižnica,výzva,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"REKREÁCIA, KULTÚRA A NÁBOŽENSTVO",18100000-0,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,"","",,12/21/2016 12:00:00 AM,"",Nie,12/19/2016 12:00:00 AM,Jedna hodnota,42000,výzva na predkladanie ponúk (tovary),SK031,"",2,0,42000,"","","",1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
REKONŠTRUKCIA ČOV VEĽKÉ ZLIEVCE,Obec Veľké Zlievce,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45252127-4,"",Nie,Nie,v mesiacoch (od zadania zákazky),60,Najnižšia cena,Nie,"","",,12/27/2016 12:00:00 AM,"",Nie,12/23/2016 12:00:00 AM,Jedna hodnota,317585.82,výzva na predkladanie ponúk (stavebné práce),SK032,"",3,,273272.85,"","","",0.860469305588014,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Obnova miestnych komunikácií v obci Krušovce - Dolné Chlebany,Obec Krušovce,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233223-8,"",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,12/27/2016 12:00:00 AM,"",Nie,12/23/2016 12:00:00 AM,Jedna hodnota,316000,výzva na predkladanie ponúk (stavebné práce),SK023,"",6,0,154528.96,"","","",0.489015696202532,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Bezpečnostné ochranné laminovacie fólie na čistopisy na úseku zbraní a streliva,Ministerstvo vnútra Slovenskej republiky,výzva,Tovary,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,22450000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Áno,"","",,12/27/2016 12:00:00 AM,"",Nie,12/23/2016 12:00:00 AM,Jedna hodnota,124000,výzva na predkladanie ponúk (tovary),SK,"",1,0,124000,"","","",1,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Dodanie HPLC chromatografu vrátane zabezpečenia záručného a bezplatného pozáručného servisu,"BIONT, a.s.",výzva,Tovary,"OSOBA, KTORÁ POSTUPUJE AKO VEREJNÝ OBSTARÁVATEĽ PODĽA § 8 ODS. 1 ZÁKONA",AKCIOVÁ SPOLOČNOSŤ - VÝROBA LIEKOV A POSKYTOVANIE AMBULANTNEJ ZDRAVOTNEJ STAROSTLIVOSTI V ODBORE NUKLEÁRNA MEDICÍNA,38432200-4,"",Nie,Nie,v mesiacoch (od zadania zákazky),73,Najnižšia cena,Nie,"","",,12/28/2016 12:00:00 AM,"",Nie,12/27/2016 12:00:00 AM,Jedna hodnota,140000,výzva na predkladanie ponúk (tovary),SK010,"",1,0,134760,"","","",0.962571428571429,no,paragraf §8
Rekonštrukcia verejného trhoviska Latorická Podunajské Biskupice,Mestská čast Bratislava - Podunajské Biskupice,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45220000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Nie,"","",,12/29/2016 12:00:00 AM,"",Nie,12/28/2016 12:00:00 AM,Jedna hodnota,400000,výzva na predkladanie ponúk (stavebné práce),SK010,"",6,0,316000.15,"","","",0.790000375,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Vitanová - Splašková kanalizácia II. a III. etapa,Obec Vitanová,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45232400-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Nie,"","",,12/28/2016 12:00:00 AM,"",Nie,12/27/2016 12:00:00 AM,Jedna hodnota,992465.83,výzva na predkladanie ponúk (stavebné práce),SK,"",11,0,472385.18,"","","",0.475971228147976,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Obnova Materskej školy,Mesto Banská Štiavnica,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45214100-1,"",Nie,Nie,v dňoch (od zadania zákazky),10,Najnižšia cena,Nie,"","",,12/30/2016 12:00:00 AM,"",Áno,12/29/2016 12:00:00 AM,Jedna hodnota,345980.28,výzva na predkladanie ponúk (stavebné práce),SK032,"",2,,344945.21,"","","",0.997008297698354,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
ELEKTROINŠTALAČNÝ MATERIÁL,Slovenská národná knižnica,výzva,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,"REKREÁCIA, KULTÚRA A NÁBOŽENSTVO",31681000-3,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,"","",,12/27/2016 12:00:00 AM,"",Nie,12/25/2016 12:00:00 AM,Jedna hodnota,34000,výzva na predkladanie ponúk (tovary),SK031,"",4,0,21997.14,"","","",0.646974705882353,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Inovácia procesu výroby v spoločnosti HEGE s.r.o.,HEGE s.r.o.,výzva,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,INÉ,42990000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Áno,"","",,1/5/2017 12:00:00 AM,"",Áno,1/3/2017 12:00:00 AM,Jedna hodnota,248400,výzva na predkladanie ponúk (tovary),SK,"",2,2,248400,"","","",1,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Nákup pohonných hmôt,EKOVER spol. s r.o.,výzva,Tovary,PRÁVNICKÁ OSOBA ZRIADENÁ ZA ÚČELOM PLNENIA POTRIEB VŠEOBECNÉHO ZÁUJMU,VŠEOBECNÉ VEREJNÉ SLUŽBY,09134100-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Iné,Nie,"","",,1/9/2017 12:00:00 AM,"",Nie,1/5/2017 12:00:00 AM,Jedna hodnota,143533,výzva na predkladanie ponúk (tovary),SK042,"",1,0,140833.42,"","","",0.981191921021647,no,PRÁVNICKÁ OSOBA ZRIADENÁ ZA ÚČELOM PLNENIA POTRIEB VŠEOBECNÉHO ZÁUJMU
„Obnova miestnych komunikácii v meste Komárno“,Mesto Komárno,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233223-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Áno,"","",,1/13/2017 12:00:00 AM,"",Nie,1/11/2017 12:00:00 AM,Jedna hodnota,2331379.95,výzva na predkladanie ponúk (stavebné práce),SK023,"",6,0,1694000,"","","",0.726608290510519,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia ZŠ s MŠ Plavnica - Havarijný stav TELOCVIČŇA,Obec Plavnica,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,1/20/2017 12:00:00 AM,"",Nie,1/18/2017 12:00:00 AM,Jedna hodnota,179224.87,výzva na predkladanie ponúk (stavebné práce),SK041,"",5,0,116748.45,"","","",0.651407642254114,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Školiace a rekreačné zariadenie Veľký Meder - ubytovacia časť a súvisiace objekty, rekonštrukcia",Finančné riaditeľstvo Slovenskej republiky,výzva,Práce,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,45212412-7,"",Nie,Nie,v dňoch (od zadania zákazky),8.33333333333333,Najnižšia cena,Áno,"","",,1/23/2017 12:00:00 AM,"",Nie,1/20/2017 12:00:00 AM,Jedna hodnota,841176.28,výzva na predkladanie ponúk (stavebné práce),SK021,"",6,0,750625.6,"","","",0.892352314071433,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Realizácia stavby „Poradenské centrum UKF v Nitre“,Univerzita Konštantína Filozofa v Nitre,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45214400-4,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,1/25/2017 12:00:00 AM,"",Nie,1/24/2017 12:00:00 AM,Jedna hodnota,204488.61,výzva na predkladanie ponúk (stavebné práce),SK023,"",11,0,144773.64,"","","",0.70797899208176,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Materská škola Lienka - Malá Tŕňa,Obec Malá Tŕňa,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Iné,Nie,"","",,1/24/2017 12:00:00 AM,"",Nie,1/20/2017 12:00:00 AM,Jedna hodnota,126472.8,výzva na predkladanie ponúk (stavebné práce),SK042,"",1,,126471.9,"","","",0.99999288384538,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Pracovný stroj samohybný,Mesto Šurany,výzva,Tovary,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,34144000-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),1,Najnižšia cena,Nie,"","",,1/26/2017 12:00:00 AM,"",Nie,1/25/2017 12:00:00 AM,Jedna hodnota,38000,výzva na predkladanie ponúk (tovary),SK023,"",1,0,40000,"","","",1.05263157894737,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia MK Magdolina skala Kráľova Lehota,Obec Kráľova Lehota,výzva,Práce,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,SAMOSPRÁVA,45233220-7,"",Nie,Nie,v dňoch (od zadania zákazky),2.66666666666667,Najnižšia cena,Nie,"","",,1/30/2017 12:00:00 AM,"",Áno,1/27/2017 12:00:00 AM,Jedna hodnota,159861.45,výzva na predkladanie ponúk (stavebné práce),SK,"",5,0,85844.83,"","","",0.536995191773877,no,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
Realizácia stavby - Stravovacia prevádzka v ÚVTOS a ÚVV Leopoldov,Generálne riaditeľstvo Zboru väzenskej a justičnej stráže (GR ZVJS),výzva,Práce,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,45216113-9,"",Nie,Nie,v dňoch (od zadania zákazky),13.3333333333333,Iné,Nie,"","",,2/2/2017 12:00:00 AM,"",Nie,1/31/2017 12:00:00 AM,Jedna hodnota,1870814,výzva na predkladanie ponúk (stavebné práce),SK010,"",7,0,1630075.98,"","","",0.871319104945762,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Služba verejného osvetlenia obce Poruba,Obec Poruba,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,50232100-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),180,Najnižšia cena,Nie,"","",,2/3/2017 12:00:00 AM,"",Nie,2/2/2017 12:00:00 AM,Jedna hodnota,150000,výzva na predkladanie ponúk (služby),SK022,"",4,,123000,"","","",0.82,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
